"","idno","cntry","freehms","lrnobed","impcntr","atchctr","atcherp","wrclmch","gndr","agea","age_category"
"1233",69446,"Austria",3,NA,4,8,3,3,"Male",43,"entre 30 y 44"
"1234",69499,"Austria",1,3,3,4,7,3,"Male",35,"entre 30 y 44"
"1235",69506,"Austria",2,2,3,10,10,3,"Female",71,"entre 60 y 74"
"1236",69517,"Austria",1,3,1,6,6,3,"Male",27,"menor de 30"
"1237",69544,"Austria",1,2,4,10,6,3,"Female",68,"entre 60 y 74"
"1238",69557,"Austria",2,2,2,10,6,4,"Male",66,"entre 60 y 74"
"1239",69596,"Austria",2,4,3,7,6,3,"Male",26,"menor de 30"
"1240",69603,"Austria",2,4,4,10,5,2,"Female",28,"menor de 30"
"1241",69611,"Austria",1,4,2,9,9,4,"Female",57,"entre 45 y 59"
"1242",69633,"Austria",1,4,2,10,9,4,"Female",66,"entre 60 y 74"
"1243",69638,"Austria",1,3,4,9,5,3,"Female",43,"entre 30 y 44"
"1244",69687,"Austria",1,2,3,9,7,4,"Female",39,"entre 30 y 44"
"1245",69714,"Austria",2,2,3,8,6,3,"Male",75,"75 o mayor"
"1246",69734,"Austria",2,1,4,5,0,4,"Male",72,"entre 60 y 74"
"1247",69743,"Austria",2,5,3,8,2,3,"Male",51,"entre 45 y 59"
"1248",69746,"Austria",2,3,4,10,7,2,"Female",64,"entre 60 y 74"
"1249",69749,"Austria",1,1,2,7,7,4,"Female",80,"75 o mayor"
"1250",69758,"Austria",2,2,3,10,5,4,"Female",66,"entre 60 y 74"
"1251",69761,"Austria",2,2,4,9,7,3,"Male",40,"entre 30 y 44"
"1252",69773,"Austria",1,2,2,10,7,5,"Male",64,"entre 60 y 74"
"1253",69785,"Austria",2,2,2,8,6,3,"Female",38,"entre 30 y 44"
"1254",69799,"Austria",3,3,2,10,9,1,"Male",38,"entre 30 y 44"
"1255",69808,"Austria",1,1,3,8,8,4,"Male",34,"entre 30 y 44"
"1256",69810,"Austria",1,1,2,10,6,3,"Female",41,"entre 30 y 44"
"1257",69836,"Austria",2,2,3,8,7,4,"Male",38,"entre 30 y 44"
"1258",69857,"Austria",1,3,2,10,10,4,"Male",43,"entre 30 y 44"
"1259",69946,"Austria",2,2,1,7,7,3,"Male",45,"entre 45 y 59"
"1260",69959,"Austria",2,2,3,9,8,3,"Male",59,"entre 45 y 59"
"1261",69967,"Austria",2,2,2,10,10,5,"Male",64,"entre 60 y 74"
"1262",69991,"Austria",2,2,3,9,7,4,"Male",49,"entre 45 y 59"
"1263",69997,"Austria",3,3,4,8,7,4,"Female",71,"entre 60 y 74"
"1264",70024,"Austria",1,4,4,10,4,2,"Female",54,"entre 45 y 59"
"1265",70025,"Austria",2,2,3,9,10,3,"Female",18,"menor de 30"
"1266",70043,"Austria",2,1,3,9,7,4,"Male",52,"entre 45 y 59"
"1267",70046,"Austria",2,3,4,6,10,4,"Male",43,"entre 30 y 44"
"1268",70048,"Austria",1,4,2,10,8,3,"Female",45,"entre 45 y 59"
"1269",70054,"Austria",2,3,2,5,5,3,"Male",67,"entre 60 y 74"
"1270",70057,"Austria",2,4,3,8,7,4,"Female",47,"entre 45 y 59"
"1271",70073,"Austria",1,1,4,9,4,3,"Male",NA,NA
"1272",70085,"Austria",2,3,2,10,8,4,"Female",76,"75 o mayor"
"1273",70100,"Austria",1,2,2,8,8,3,"Male",32,"entre 30 y 44"
"1274",70111,"Austria",2,2,3,9,7,4,"Male",53,"entre 45 y 59"
"1275",70118,"Austria",2,2,4,7,6,4,"Male",65,"entre 60 y 74"
"1276",70120,"Austria",1,3,3,8,8,3,"Female",55,"entre 45 y 59"
"1277",70122,"Austria",1,2,3,10,8,3,"Female",82,"75 o mayor"
"1278",70145,"Austria",2,2,2,8,8,3,"Male",61,"entre 60 y 74"
"1279",70169,"Austria",2,2,3,10,7,4,"Female",80,"75 o mayor"
"1280",70196,"Austria",1,4,2,9,6,3,"Male",58,"entre 45 y 59"
"1281",70207,"Austria",NA,2,3,7,7,3,"Female",65,"entre 60 y 74"
"1282",70212,"Austria",1,5,2,5,5,3,"Female",22,"menor de 30"
"1283",70225,"Austria",2,2,2,10,7,2,"Female",65,"entre 60 y 74"
"1284",70243,"Austria",1,3,1,10,0,1,"Female",76,"75 o mayor"
"1285",70250,"Austria",2,2,3,8,8,4,"Female",73,"entre 60 y 74"
"1286",70293,"Austria",2,3,3,10,10,5,"Female",57,"entre 45 y 59"
"1287",70299,"Austria",1,2,1,5,2,5,"Male",32,"entre 30 y 44"
"1288",70318,"Austria",2,2,2,10,7,3,"Female",72,"entre 60 y 74"
"1289",70330,"Austria",1,5,1,8,0,2,"Female",36,"entre 30 y 44"
"1290",70334,"Austria",1,2,2,10,6,4,"Female",40,"entre 30 y 44"
"1291",70339,"Austria",2,2,4,7,7,3,"Female",81,"75 o mayor"
"1292",70376,"Austria",2,2,3,6,7,3,"Male",22,"menor de 30"
"1293",70383,"Austria",3,1,3,5,5,4,"Male",32,"entre 30 y 44"
"1294",70419,"Austria",2,2,2,10,8,3,"Male",70,"entre 60 y 74"
"1295",70476,"Austria",2,2,3,10,6,3,"Female",58,"entre 45 y 59"
"1296",70484,"Austria",1,2,1,10,10,4,"Female",53,"entre 45 y 59"
"1297",70504,"Austria",3,2,3,10,6,4,"Female",81,"75 o mayor"
"1298",70515,"Austria",1,1,3,10,8,4,"Female",76,"75 o mayor"
"1299",70536,"Austria",1,NA,3,9,5,3,"Male",27,"menor de 30"
"1300",70542,"Austria",2,2,2,7,8,5,"Female",19,"menor de 30"
"1301",70548,"Austria",2,4,3,3,9,4,"Male",47,"entre 45 y 59"
"1302",70551,"Austria",1,2,3,10,6,4,"Female",73,"entre 60 y 74"
"1303",70560,"Austria",2,2,4,7,4,3,"Female",60,"entre 60 y 74"
"1304",70562,"Austria",1,4,3,9,9,5,"Female",65,"entre 60 y 74"
"1305",70568,"Austria",2,2,2,10,6,2,"Male",75,"75 o mayor"
"1306",70571,"Austria",1,1,3,9,8,3,"Male",54,"entre 45 y 59"
"1307",70572,"Austria",2,2,NA,5,5,4,"Male",73,"entre 60 y 74"
"1308",70577,"Austria",1,5,4,10,3,3,"Female",40,"entre 30 y 44"
"1309",70612,"Austria",1,3,1,8,8,4,"Female",46,"entre 45 y 59"
"1310",70615,"Austria",1,4,3,7,3,4,"Female",48,"entre 45 y 59"
"1311",70646,"Austria",2,2,3,5,5,5,"Male",60,"entre 60 y 74"
"1312",70680,"Austria",2,2,3,9,8,3,"Female",65,"entre 60 y 74"
"1313",70713,"Austria",1,1,4,8,0,4,"Female",67,"entre 60 y 74"
"1314",70722,"Austria",2,3,2,9,8,3,"Male",37,"entre 30 y 44"
"1315",70725,"Austria",2,2,NA,10,4,1,"Female",90,"75 o mayor"
"1316",70748,"Austria",2,3,2,10,10,4,"Female",65,"entre 60 y 74"
"1317",70763,"Austria",1,2,3,3,2,4,"Female",47,"entre 45 y 59"
"1318",70765,"Austria",2,3,3,7,7,4,"Female",58,"entre 45 y 59"
"1319",70779,"Austria",1,1,2,8,8,4,"Female",38,"entre 30 y 44"
"1320",70786,"Austria",NA,1,2,10,7,4,"Male",23,"menor de 30"
"1321",70799,"Austria",2,3,2,7,10,4,"Female",59,"entre 45 y 59"
"1322",70809,"Austria",2,4,4,10,0,3,"Female",67,"entre 60 y 74"
"1323",70824,"Austria",3,2,2,10,6,2,"Female",90,"75 o mayor"
"1324",70836,"Austria",2,2,1,6,7,3,"Female",47,"entre 45 y 59"
"1325",70851,"Austria",2,4,2,9,8,4,"Female",62,"entre 60 y 74"
"1326",70873,"Austria",2,4,3,8,4,3,"Female",49,"entre 45 y 59"
"1327",70883,"Austria",1,2,3,7,7,3,"Female",39,"entre 30 y 44"
"1328",70884,"Austria",1,4,4,10,5,3,"Male",29,"menor de 30"
"1329",70895,"Austria",2,4,2,8,7,4,"Female",37,"entre 30 y 44"
"1330",70897,"Austria",1,2,3,10,8,3,"Female",73,"entre 60 y 74"
"1331",70909,"Austria",1,2,1,10,8,4,"Female",42,"entre 30 y 44"
"1332",70914,"Austria",2,2,3,10,9,3,"Female",58,"entre 45 y 59"
"1333",70926,"Austria",1,4,2,8,8,4,"Female",50,"entre 45 y 59"
"1334",70952,"Austria",3,2,2,8,9,3,"Male",46,"entre 45 y 59"
"1335",70986,"Austria",1,5,2,8,4,3,"Female",31,"entre 30 y 44"
"1336",70996,"Austria",NA,3,4,10,5,1,"Female",83,"75 o mayor"
"1337",70999,"Austria",1,5,3,8,8,3,"Female",71,"entre 60 y 74"
"1338",71002,"Austria",1,3,2,10,10,3,"Female",48,"entre 45 y 59"
"1339",71011,"Austria",2,2,NA,10,8,3,"Female",34,"entre 30 y 44"
"1340",71032,"Austria",2,2,3,8,7,4,"Male",45,"entre 45 y 59"
"1341",71041,"Austria",3,2,2,4,7,3,"Female",46,"entre 45 y 59"
"1342",71083,"Austria",1,5,1,8,9,4,"Male",57,"entre 45 y 59"
"1343",71086,"Austria",4,3,3,9,6,3,"Male",56,"entre 45 y 59"
"1344",71089,"Austria",2,4,4,6,4,3,"Male",55,"entre 45 y 59"
"1345",71111,"Austria",2,4,3,10,10,3,"Male",65,"entre 60 y 74"
"1346",71126,"Austria",2,5,3,8,6,3,"Female",62,"entre 60 y 74"
"1347",71138,"Austria",2,1,3,8,6,4,"Male",40,"entre 30 y 44"
"1348",71155,"Austria",2,3,3,8,3,3,"Male",71,"entre 60 y 74"
"1349",71179,"Austria",2,1,3,10,8,3,"Male",61,"entre 60 y 74"
"1350",71183,"Austria",2,3,4,10,6,3,"Female",72,"entre 60 y 74"
"1351",71189,"Austria",1,4,2,3,5,4,"Female",27,"menor de 30"
"1352",71196,"Austria",2,3,4,8,5,3,"Female",50,"entre 45 y 59"
"1353",71198,"Austria",3,1,2,6,6,3,"Female",30,"entre 30 y 44"
"1354",71212,"Austria",4,2,4,9,0,4,"Female",76,"75 o mayor"
"1355",71215,"Austria",2,3,2,7,7,5,"Female",71,"entre 60 y 74"
"1356",71224,"Austria",1,2,3,9,4,3,"Female",67,"entre 60 y 74"
"1357",71242,"Austria",1,1,3,0,0,2,"Male",37,"entre 30 y 44"
"1358",71243,"Austria",1,1,4,3,0,4,"Male",53,"entre 45 y 59"
"1359",71254,"Austria",1,4,3,8,8,3,"Male",36,"entre 30 y 44"
"1360",71265,"Austria",5,1,1,9,9,3,"Male",22,"menor de 30"
"1361",71269,"Austria",1,2,2,10,8,4,"Male",67,"entre 60 y 74"
"1362",71292,"Austria",3,1,2,10,3,1,"Female",62,"entre 60 y 74"
"1363",71315,"Austria",1,2,4,10,7,3,"Male",73,"entre 60 y 74"
"1364",71330,"Austria",1,3,2,10,10,4,"Female",57,"entre 45 y 59"
"1365",71360,"Austria",2,2,3,6,6,3,"Male",55,"entre 45 y 59"
"1366",71367,"Austria",1,3,3,10,9,4,"Male",83,"75 o mayor"
"1367",71377,"Austria",2,4,2,6,9,4,"Female",54,"entre 45 y 59"
"1368",71379,"Austria",1,3,2,10,10,5,"Female",63,"entre 60 y 74"
"1369",71387,"Austria",2,3,4,10,7,2,"Female",54,"entre 45 y 59"
"1370",71402,"Austria",1,3,2,8,10,4,"Female",60,"entre 60 y 74"
"1371",71405,"Austria",3,2,4,9,0,4,"Male",74,"entre 60 y 74"
"1372",71406,"Austria",4,2,3,7,9,3,"Male",46,"entre 45 y 59"
"1373",71428,"Austria",1,3,2,7,5,1,"Female",39,"entre 30 y 44"
"1374",71434,"Austria",2,3,2,8,7,3,"Female",42,"entre 30 y 44"
"1375",71458,"Austria",1,4,2,9,9,3,"Female",43,"entre 30 y 44"
"1376",71465,"Austria",2,4,2,10,10,3,"Male",72,"entre 60 y 74"
"1377",71473,"Austria",2,1,NA,10,3,3,"Female",73,"entre 60 y 74"
"1378",71510,"Austria",2,4,1,10,10,5,"Male",37,"entre 30 y 44"
"1379",71542,"Austria",1,5,1,9,5,3,"Female",43,"entre 30 y 44"
"1380",71581,"Austria",1,1,3,10,7,2,"Male",70,"entre 60 y 74"
"1381",71601,"Austria",1,5,2,8,7,3,"Female",45,"entre 45 y 59"
"1382",71605,"Austria",1,1,4,9,8,3,"Female",81,"75 o mayor"
"1383",71611,"Austria",1,2,3,4,10,4,"Male",28,"menor de 30"
"1384",71616,"Austria",1,2,3,10,5,3,"Female",75,"75 o mayor"
"1385",71629,"Austria",1,2,4,9,7,1,"Male",65,"entre 60 y 74"
"1386",71668,"Austria",1,2,2,10,10,5,"Female",84,"75 o mayor"
"1387",71675,"Austria",2,3,3,10,9,3,"Male",42,"entre 30 y 44"
"1388",71677,"Austria",1,4,4,10,6,1,"Female",75,"75 o mayor"
"1389",71683,"Austria",NA,3,4,10,6,4,"Female",84,"75 o mayor"
"1390",71698,"Austria",2,3,3,7,6,3,"Female",73,"entre 60 y 74"
"1391",71732,"Austria",2,3,1,8,8,3,"Female",48,"entre 45 y 59"
"1392",71744,"Austria",3,3,3,9,8,3,"Male",61,"entre 60 y 74"
"1393",71748,"Austria",1,4,4,2,2,3,"Male",57,"entre 45 y 59"
"1394",71776,"Austria",1,5,3,9,10,2,"Male",66,"entre 60 y 74"
"1395",71779,"Austria",1,1,4,10,7,3,"Male",45,"entre 45 y 59"
"1396",71785,"Austria",2,2,2,9,9,3,"Male",84,"75 o mayor"
"1397",71824,"Austria",3,1,3,8,4,3,"Male",84,"75 o mayor"
"1398",71836,"Austria",2,2,3,10,0,4,"Female",75,"75 o mayor"
"1399",71850,"Austria",2,3,4,10,6,2,"Female",90,"75 o mayor"
"1400",71851,"Austria",1,2,3,5,4,3,"Female",80,"75 o mayor"
"1401",71859,"Austria",1,2,3,8,1,4,"Female",41,"entre 30 y 44"
"1402",71866,"Austria",1,2,2,8,7,2,"Male",46,"entre 45 y 59"
"1403",71869,"Austria",1,1,3,5,3,2,"Female",71,"entre 60 y 74"
"1404",71886,"Austria",3,2,3,10,0,4,"Female",82,"75 o mayor"
"1405",71887,"Austria",1,2,4,10,0,4,"Male",72,"entre 60 y 74"
"1406",71896,"Austria",4,2,4,5,7,3,"Male",25,"menor de 30"
"1407",71902,"Austria",2,3,2,8,8,4,"Female",84,"75 o mayor"
"1408",71903,"Austria",1,2,4,10,0,2,"Female",79,"75 o mayor"
"1409",71942,"Austria",1,2,3,6,4,2,"Male",34,"entre 30 y 44"
"1410",71945,"Austria",2,1,2,8,5,2,"Female",69,"entre 60 y 74"
"1411",71951,"Austria",1,3,3,10,2,4,"Male",49,"entre 45 y 59"
"1412",71997,"Austria",5,1,4,10,5,2,"Male",49,"entre 45 y 59"
"1413",72016,"Austria",1,2,3,9,8,4,"Female",83,"75 o mayor"
"1414",72021,"Austria",2,2,3,6,6,4,"Female",42,"entre 30 y 44"
"1415",72043,"Austria",2,1,2,9,9,3,"Male",30,"entre 30 y 44"
"1416",72055,"Austria",1,2,3,10,8,3,"Male",55,"entre 45 y 59"
"1417",72075,"Austria",2,2,2,7,5,4,"Female",NA,NA
"1418",72077,"Austria",2,3,2,7,7,3,"Female",37,"entre 30 y 44"
"1419",72088,"Austria",3,1,4,8,5,3,"Male",55,"entre 45 y 59"
"1420",72133,"Austria",1,3,3,8,8,4,"Female",53,"entre 45 y 59"
"1421",72149,"Austria",3,2,2,10,7,3,"Male",81,"75 o mayor"
"1422",72196,"Austria",1,3,2,6,2,5,"Male",64,"entre 60 y 74"
"1423",72213,"Austria",NA,2,3,9,7,2,"Female",76,"75 o mayor"
"1424",72217,"Austria",4,3,4,9,4,2,"Male",38,"entre 30 y 44"
"1425",72245,"Austria",2,2,3,8,6,3,"Female",71,"entre 60 y 74"
"1426",72246,"Austria",1,5,3,10,9,2,"Female",44,"entre 30 y 44"
"1427",72261,"Austria",1,2,2,7,6,4,"Female",63,"entre 60 y 74"
"1428",72269,"Austria",2,1,NA,8,5,3,"Male",68,"entre 60 y 74"
"1429",72271,"Austria",2,1,2,4,1,4,"Female",56,"entre 45 y 59"
"1430",72278,"Austria",2,2,1,10,10,3,"Female",75,"75 o mayor"
"1431",72290,"Austria",2,2,2,7,7,2,"Male",58,"entre 45 y 59"
"1432",72306,"Austria",2,3,3,9,1,3,"Male",66,"entre 60 y 74"
"1433",72314,"Austria",4,2,4,9,0,2,"Male",58,"entre 45 y 59"
"1434",72324,"Austria",3,3,4,7,6,3,"Female",46,"entre 45 y 59"
"1435",72339,"Austria",5,1,1,10,8,3,"Male",41,"entre 30 y 44"
"1436",72342,"Austria",2,3,2,9,7,2,"Male",62,"entre 60 y 74"
"1437",72362,"Austria",2,2,2,9,9,4,"Female",42,"entre 30 y 44"
"1438",72365,"Austria",2,3,3,10,8,3,"Female",69,"entre 60 y 74"
"1439",72384,"Austria",2,3,4,5,5,4,"Female",54,"entre 45 y 59"
"1440",72410,"Austria",1,3,3,9,5,3,"Male",66,"entre 60 y 74"
"1441",72487,"Austria",1,4,2,8,2,4,"Female",65,"entre 60 y 74"
"1442",72497,"Austria",1,2,2,5,5,3,"Female",43,"entre 30 y 44"
"1443",72520,"Austria",1,3,2,10,8,3,"Female",30,"entre 30 y 44"
"1444",72542,"Austria",2,2,2,10,6,4,"Female",67,"entre 60 y 74"
"1445",72588,"Austria",1,2,4,7,8,2,"Female",24,"menor de 30"
"1446",72589,"Austria",1,5,2,10,8,4,"Female",15,"menor de 30"
"1447",72613,"Austria",2,2,2,9,6,3,"Male",72,"entre 60 y 74"
"1448",72622,"Austria",2,2,4,5,5,3,"Female",83,"75 o mayor"
"1449",72634,"Austria",5,1,3,10,7,3,"Female",86,"75 o mayor"
"1450",72647,"Austria",1,1,4,10,4,1,"Female",49,"entre 45 y 59"
"1451",72663,"Austria",1,5,4,8,5,2,"Male",32,"entre 30 y 44"
"1452",72695,"Austria",2,5,2,9,1,1,"Female",57,"entre 45 y 59"
"1453",72696,"Austria",1,1,2,5,5,3,"Female",59,"entre 45 y 59"
"1454",72729,"Austria",1,3,1,10,8,5,"Female",29,"menor de 30"
"1455",72747,"Austria",1,5,1,9,6,4,"Female",21,"menor de 30"
"1456",72748,"Austria",2,2,2,8,9,3,"Female",43,"entre 30 y 44"
"1457",72750,"Austria",2,3,2,9,5,4,"Female",28,"menor de 30"
"1458",72753,"Austria",2,2,2,9,9,3,"Female",58,"entre 45 y 59"
"1459",72761,"Austria",2,2,3,8,6,3,"Female",58,"entre 45 y 59"
"1460",72808,"Austria",3,3,4,6,5,4,"Female",50,"entre 45 y 59"
"1461",72827,"Austria",3,2,4,8,6,4,"Male",79,"75 o mayor"
"1462",72834,"Austria",1,3,3,7,7,4,"Female",57,"entre 45 y 59"
"1463",72871,"Austria",2,1,3,10,2,3,"Female",64,"entre 60 y 74"
"1464",72881,"Austria",3,3,3,10,10,2,"Male",83,"75 o mayor"
"1465",72925,"Austria",2,2,3,8,7,4,"Female",56,"entre 45 y 59"
"1466",72954,"Austria",3,2,4,5,0,4,"Female",74,"entre 60 y 74"
"1467",72955,"Austria",2,3,3,7,8,2,"Male",72,"entre 60 y 74"
"1468",72977,"Austria",1,5,1,7,9,4,"Male",24,"menor de 30"
"1469",73006,"Austria",1,1,3,9,9,4,"Female",90,"75 o mayor"
"1470",73022,"Austria",1,2,3,10,10,4,"Female",82,"75 o mayor"
"1471",73046,"Austria",2,2,3,10,0,3,"Female",79,"75 o mayor"
"1472",73078,"Austria",1,1,1,6,5,4,"Male",38,"entre 30 y 44"
"1473",73104,"Austria",1,4,3,9,5,3,"Female",33,"entre 30 y 44"
"1474",73114,"Austria",1,2,3,8,0,3,"Female",65,"entre 60 y 74"
"1475",73127,"Austria",1,4,4,8,7,1,"Female",29,"menor de 30"
"1476",73136,"Austria",3,2,4,8,9,2,"Female",35,"entre 30 y 44"
"1477",73147,"Austria",2,4,1,10,10,4,"Female",76,"75 o mayor"
"1478",73166,"Austria",2,5,3,10,5,2,"Male",49,"entre 45 y 59"
"1479",73169,"Austria",2,4,2,5,6,3,"Female",17,"menor de 30"
"1480",73171,"Austria",3,2,3,10,5,3,"Female",81,"75 o mayor"
"1481",73176,"Austria",2,2,3,9,7,4,"Female",NA,NA
"1482",73189,"Austria",5,2,3,9,8,4,"Male",90,"75 o mayor"
"1483",73197,"Austria",1,2,4,10,1,4,"Female",79,"75 o mayor"
"1484",73212,"Austria",2,4,3,9,6,2,"Male",52,"entre 45 y 59"
"1485",73232,"Austria",2,4,4,8,6,3,"Male",44,"entre 30 y 44"
"1486",73234,"Austria",2,2,3,9,9,3,"Male",68,"entre 60 y 74"
"1487",73244,"Austria",2,3,4,10,2,NA,"Male",47,"entre 45 y 59"
"1488",73249,"Austria",2,2,3,8,9,2,"Female",80,"75 o mayor"
"1489",73253,"Austria",1,3,4,10,7,3,"Female",46,"entre 45 y 59"
"1490",73268,"Austria",2,2,3,9,7,4,"Male",58,"entre 45 y 59"
"1491",73297,"Austria",1,4,2,10,10,4,"Female",66,"entre 60 y 74"
"1492",73299,"Austria",2,2,4,8,7,3,"Female",82,"75 o mayor"
"1493",73301,"Austria",3,3,2,9,7,4,"Female",57,"entre 45 y 59"
"1494",73303,"Austria",2,2,4,8,7,4,"Female",55,"entre 45 y 59"
"1495",73322,"Austria",1,4,2,10,9,5,"Female",58,"entre 45 y 59"
"1496",73342,"Austria",2,2,4,10,7,3,"Male",36,"entre 30 y 44"
"1497",73345,"Austria",3,2,2,8,6,2,"Female",49,"entre 45 y 59"
"1498",73355,"Austria",2,5,2,6,7,4,"Male",73,"entre 60 y 74"
"1499",73357,"Austria",1,3,3,10,8,3,"Female",18,"menor de 30"
"1500",73390,"Austria",1,3,1,6,6,4,"Male",43,"entre 30 y 44"
"1501",73411,"Austria",1,2,3,10,8,4,"Male",61,"entre 60 y 74"
"1502",73419,"Austria",3,1,3,7,5,3,"Female",90,"75 o mayor"
"1503",73428,"Austria",1,4,1,7,9,4,"Female",30,"entre 30 y 44"
"1504",73431,"Austria",2,2,3,9,8,4,"Male",52,"entre 45 y 59"
"1505",73489,"Austria",1,4,2,9,7,3,"Female",56,"entre 45 y 59"
"1506",73491,"Austria",2,1,3,8,7,3,"Male",78,"75 o mayor"
"1507",73499,"Austria",2,2,3,10,0,5,"Female",84,"75 o mayor"
"1508",73504,"Austria",1,3,NA,7,9,4,"Female",57,"entre 45 y 59"
"1509",73511,"Austria",2,2,3,5,8,5,"Male",81,"75 o mayor"
"1510",73513,"Austria",1,3,3,6,6,4,"Female",52,"entre 45 y 59"
"1511",73519,"Austria",2,3,4,7,6,5,"Female",65,"entre 60 y 74"
"1512",73552,"Austria",1,3,3,7,5,3,"Female",28,"menor de 30"
"1513",73566,"Austria",2,4,2,9,8,3,"Female",42,"entre 30 y 44"
"1514",73597,"Austria",2,1,3,10,1,3,"Female",58,"entre 45 y 59"
"1515",73612,"Austria",2,3,4,4,4,4,"Female",41,"entre 30 y 44"
"1516",73614,"Austria",3,3,3,8,7,3,"Male",58,"entre 45 y 59"
"1517",73634,"Austria",1,2,2,7,3,2,"Male",44,"entre 30 y 44"
"1518",73655,"Austria",2,2,4,9,7,4,"Female",48,"entre 45 y 59"
"1519",73665,"Austria",4,2,4,10,2,2,"Male",78,"75 o mayor"
"1520",73675,"Austria",1,4,2,5,3,1,"Male",24,"menor de 30"
"1521",73710,"Austria",1,4,2,6,6,3,"Male",42,"entre 30 y 44"
"1522",73722,"Austria",1,NA,3,10,8,4,"Female",54,"entre 45 y 59"
"1523",73745,"Austria",1,2,4,9,0,5,"Female",NA,NA
"1524",73863,"Austria",2,2,4,9,7,4,"Male",49,"entre 45 y 59"
"1525",73865,"Austria",2,3,3,10,10,2,"Female",51,"entre 45 y 59"
"1526",73870,"Austria",1,2,2,7,8,3,"Female",59,"entre 45 y 59"
"1527",73882,"Austria",2,2,3,5,5,5,"Female",78,"75 o mayor"
"1528",73884,"Austria",1,3,3,10,9,4,"Female",15,"menor de 30"
"1529",73904,"Austria",1,3,1,10,10,2,"Female",32,"entre 30 y 44"
"1530",73910,"Austria",1,2,3,10,9,3,"Male",37,"entre 30 y 44"
"1531",73914,"Austria",1,3,3,10,7,2,"Female",63,"entre 60 y 74"
"1532",73926,"Austria",1,1,4,10,8,4,"Female",83,"75 o mayor"
"1533",73931,"Austria",2,2,2,8,9,2,"Female",25,"menor de 30"
"1534",73937,"Austria",1,3,2,8,8,5,"Female",73,"entre 60 y 74"
"1535",74040,"Austria",2,NA,3,8,7,4,"Female",74,"entre 60 y 74"
"1536",74066,"Austria",NA,2,3,7,2,3,"Female",57,"entre 45 y 59"
"1537",74090,"Austria",1,3,3,7,7,3,"Female",52,"entre 45 y 59"
"1538",74092,"Austria",2,3,2,9,7,3,"Female",45,"entre 45 y 59"
"1539",74109,"Austria",1,2,3,8,5,3,"Female",70,"entre 60 y 74"
"1540",74134,"Austria",1,2,4,9,7,2,"Male",30,"entre 30 y 44"
"1541",74148,"Austria",NA,2,4,9,6,4,"Female",74,"entre 60 y 74"
"1542",74161,"Austria",2,3,4,10,4,2,"Male",46,"entre 45 y 59"
"1543",74203,"Austria",1,1,3,10,7,3,"Male",72,"entre 60 y 74"
"1544",74220,"Austria",1,1,3,10,8,3,"Female",51,"entre 45 y 59"
"1545",74234,"Austria",1,5,3,10,8,5,"Female",66,"entre 60 y 74"
"1546",74246,"Austria",1,2,3,10,8,3,"Female",34,"entre 30 y 44"
"1547",74256,"Austria",2,4,NA,3,3,3,"Female",61,"entre 60 y 74"
"1548",74260,"Austria",1,2,2,3,3,4,"Female",58,"entre 45 y 59"
"1549",74281,"Austria",3,3,3,6,5,4,"Male",63,"entre 60 y 74"
"1550",74296,"Austria",3,3,3,5,9,3,"Female",62,"entre 60 y 74"
"1551",74302,"Austria",2,2,3,9,7,3,"Female",89,"75 o mayor"
"1552",74317,"Austria",1,4,2,8,8,3,"Female",58,"entre 45 y 59"
"1553",74321,"Austria",1,2,2,8,8,4,"Female",52,"entre 45 y 59"
"1554",74418,"Austria",3,2,4,10,4,4,"Female",75,"75 o mayor"
"1555",74433,"Austria",1,4,3,7,3,1,"Female",74,"entre 60 y 74"
"1556",74440,"Austria",2,2,3,10,1,3,"Male",84,"75 o mayor"
"1557",74448,"Austria",2,2,NA,6,5,3,"Female",78,"75 o mayor"
"1558",74494,"Austria",3,4,2,10,8,4,"Female",30,"entre 30 y 44"
"1559",74501,"Austria",1,2,2,10,10,3,"Female",51,"entre 45 y 59"
"1560",74504,"Austria",3,1,4,6,6,1,"Female",90,"75 o mayor"
"1561",74525,"Austria",5,2,4,8,3,3,"Female",81,"75 o mayor"
"1562",74533,"Austria",3,4,1,9,7,3,"Male",71,"entre 60 y 74"
"1563",74539,"Austria",3,3,2,9,7,3,"Female",69,"entre 60 y 74"
"1564",74566,"Austria",1,4,2,10,9,5,"Female",60,"entre 60 y 74"
"1565",74581,"Austria",1,3,4,10,6,4,"Male",63,"entre 60 y 74"
"1566",74591,"Austria",3,3,4,10,4,2,"Male",55,"entre 45 y 59"
"1567",74592,"Austria",2,2,3,8,7,4,"Female",41,"entre 30 y 44"
"1568",74601,"Austria",1,5,4,9,7,2,"Male",15,"menor de 30"
"1569",74605,"Austria",1,2,3,8,6,3,"Male",72,"entre 60 y 74"
"1570",74615,"Austria",1,2,2,6,9,4,"Female",44,"entre 30 y 44"
"1571",74617,"Austria",2,4,2,7,9,3,"Male",63,"entre 60 y 74"
"1572",74641,"Austria",1,4,2,8,3,3,"Female",64,"entre 60 y 74"
"1573",74643,"Austria",1,1,2,9,8,3,"Female",33,"entre 30 y 44"
"1574",74684,"Austria",2,2,3,10,7,3,"Female",84,"75 o mayor"
"1575",74714,"Austria",2,1,NA,10,2,3,"Female",69,"entre 60 y 74"
"1576",74721,"Austria",3,2,4,9,0,1,"Male",69,"entre 60 y 74"
"1577",74743,"Austria",4,2,3,10,10,5,"Female",75,"75 o mayor"
